user_id,rank,artist,song
U0137,1,Lana Del Rey,Summertime Sadness
U0137,2,Bad Bunny,Tití Me Preguntó
U0137,3,Phoebe Bridgers,Motion Sickness
U0137,4,Harry Styles,As It Was
U0137,5,Kendrick Lamar,HUMBLE.
U0138,1,Lana Del Rey,Summertime Sadness
U0138,2,Bad Bunny,Tití Me Preguntó
U0138,3,"Tyler, The Creator",EARFQUAKE
U0138,4,Harry Styles,As It Was
U0138,5,Billie Eilish,Happier Than Ever
U0139,1,NewJeans,Super Shy
U0139,2,Lana Del Rey,Summertime Sadness
U0139,3,Billie Eilish,Happier Than Ever
U0139,4,Blackpink,How You Like That
U0139,5,Bad Bunny,Tití Me Preguntó
U0140,1,Olivia Rodrigo,vampire
U0140,2,Travis Scott,SICKO MODE
U0140,3,Taylor Swift,Cruel Summer
U0140,4,NewJeans,Super Shy
U0140,5,The Weeknd,Blinding Lights
U0141,1,Drake,One Dance
U0141,2,Phoebe Bridgers,Motion Sickness
U0141,3,"Tyler, The Creator",EARFQUAKE
U0141,4,SZA,Kill Bill
U0141,5,Travis Scott,SICKO MODE
U0142,1,"Tyler, The Creator",EARFQUAKE
U0142,2,Harry Styles,As It Was
U0142,3,The Weeknd,Blinding Lights
U0142,4,SZA,Kill Bill
U0142,5,Travis Scott,SICKO MODE
U0143,1,The Weeknd,Blinding Lights
U0143,2,Billie Eilish,Happier Than Ever
U0143,3,Blackpink,How You Like That
U0143,4,Kendrick Lamar,HUMBLE.
U0143,5,Taylor Swift,Cruel Summer
U0144,1,Ariana Grande,"thank u, next"
U0144,2,Phoebe Bridgers,Motion Sickness
U0144,3,The Weeknd,Blinding Lights
U0144,4,NewJeans,Super Shy
U0144,5,Olivia Rodrigo,vampire
U0145,1,Bad Bunny,Tití Me Preguntó
U0145,2,NewJeans,Super Shy
U0145,3,Travis Scott,SICKO MODE
U0145,4,Ariana Grande,"thank u, next"
U0145,5,Lana Del Rey,Summertime Sadness
U0146,1,NewJeans,Super Shy
U0146,2,SZA,Kill Bill
U0146,3,Drake,One Dance
U0146,4,Ariana Grande,"thank u, next"
U0146,5,BTS,Dynamite
U0147,1,Lana Del Rey,Summertime Sadness
U0147,2,Harry Styles,As It Was
U0147,3,Phoebe Bridgers,Motion Sickness
U0147,4,NewJeans,Super Shy
U0147,5,The Weeknd,Blinding Lights
U0148,1,Arctic Monkeys,505
U0148,2,Bad Bunny,Tití Me Preguntó
U0148,3,Billie Eilish,Happier Than Ever
U0148,4,Blackpink,How You Like That
U0148,5,Drake,One Dance
U0149,1,BTS,Dynamite
U0149,2,Lana Del Rey,Summertime Sadness
U0149,3,Arctic Monkeys,505
U0149,4,Frank Ocean,Ivy
U0149,5,NewJeans,Super Shy
U0150,1,The Weeknd,Blinding Lights
U0150,2,Blackpink,How You Like That
U0150,3,Ariana Grande,"thank u, next"
U0150,4,Olivia Rodrigo,vampire
U0150,5,NewJeans,Super Shy
U0151,1,Frank Ocean,Ivy
U0151,2,Olivia Rodrigo,vampire
U0151,3,Taylor Swift,Cruel Summer
U0151,4,Travis Scott,SICKO MODE
U0151,5,SZA,Kill Bill
U0152,1,Blackpink,How You Like That
U0152,2,Ariana Grande,"thank u, next"
U0152,3,Billie Eilish,Happier Than Ever
U0152,4,SZA,Kill Bill
U0152,5,Kendrick Lamar,HUMBLE.
U0153,1,Bad Bunny,Tití Me Preguntó
U0153,2,BTS,Dynamite
U0153,3,Olivia Rodrigo,vampire
U0153,4,Harry Styles,As It Was
U0153,5,Billie Eilish,Happier Than Ever
U0154,1,Olivia Rodrigo,vampire
U0154,2,BTS,Dynamite
U0154,3,Taylor Swift,Cruel Summer
U0154,4,Kendrick Lamar,HUMBLE.
U0154,5,Blackpink,How You Like That
U0155,1,The Weeknd,Blinding Lights
U0155,2,Taylor Swift,Cruel Summer
U0155,3,Bad Bunny,Tití Me Preguntó
U0155,4,Ariana Grande,"thank u, next"
U0155,5,Frank Ocean,Ivy
U0156,1,Olivia Rodrigo,vampire
U0156,2,Lana Del Rey,Summertime Sadness
U0156,3,BTS,Dynamite
U0156,4,"Tyler, The Creator",EARFQUAKE
U0156,5,NewJeans,Super Shy
U0157,1,Phoebe Bridgers,Motion Sickness
U0157,2,Blackpink,How You Like That
U0157,3,Lana Del Rey,Summertime Sadness
U0157,4,Kendrick Lamar,HUMBLE.
U0157,5,Drake,One Dance
U0158,1,Lana Del Rey,Summertime Sadness
U0158,2,Billie Eilish,Happier Than Ever
U0158,3,"Tyler, The Creator",EARFQUAKE
U0158,4,Blackpink,How You Like That
U0158,5,Taylor Swift,Cruel Summer
U0159,1,Bad Bunny,Tití Me Preguntó
U0159,2,Blackpink,How You Like That
U0159,3,Phoebe Bridgers,Motion Sickness
U0159,4,Ariana Grande,"thank u, next"
U0159,5,Harry Styles,As It Was
U0160,1,Phoebe Bridgers,Motion Sickness
U0160,2,Olivia Rodrigo,vampire
U0160,3,Harry Styles,As It Was
U0160,4,SZA,Kill Bill
U0160,5,Billie Eilish,Happier Than Ever
U0161,1,Frank Ocean,Ivy
U0161,2,Travis Scott,SICKO MODE
U0161,3,NewJeans,Super Shy
U0161,4,"Tyler, The Creator",EARFQUAKE
U0161,5,Olivia Rodrigo,vampire
U0162,1,BTS,Dynamite
U0162,2,Frank Ocean,Ivy
U0162,3,Drake,One Dance
U0162,4,Billie Eilish,Happier Than Ever
U0162,5,Ariana Grande,"thank u, next"
U0163,1,Travis Scott,SICKO MODE
U0163,2,Olivia Rodrigo,vampire
U0163,3,Taylor Swift,Cruel Summer
U0163,4,The Weeknd,Blinding Lights
U0163,5,BTS,Dynamite
U0164,1,SZA,Kill Bill
U0164,2,Kendrick Lamar,HUMBLE.
U0164,3,Billie Eilish,Happier Than Ever
U0164,4,Arctic Monkeys,505
U0164,5,Frank Ocean,Ivy
U0165,1,Frank Ocean,Ivy
U0165,2,Drake,One Dance
U0165,3,NewJeans,Super Shy
U0165,4,Ariana Grande,"thank u, next"
U0165,5,Arctic Monkeys,505
U0166,1,Drake,One Dance
U0166,2,Blackpink,How You Like That
U0166,3,"Tyler, The Creator",EARFQUAKE
U0166,4,Kendrick Lamar,HUMBLE.
U0166,5,Ariana Grande,"thank u, next"
U0167,1,Bad Bunny,Tití Me Preguntó
U0167,2,Taylor Swift,Cruel Summer
U0167,3,Billie Eilish,Happier Than Ever
U0167,4,NewJeans,Super Shy
U0167,5,Ariana Grande,"thank u, next"
U0168,1,"Tyler, The Creator",EARFQUAKE
U0168,2,BTS,Dynamite
U0168,3,Ariana Grande,"thank u, next"
U0168,4,Kendrick Lamar,HUMBLE.
U0168,5,Harry Styles,As It Was
U0169,1,Doja Cat,Say So
U0169,2,Arctic Monkeys,505
U0169,3,Bad Bunny,Tití Me Preguntó
U0169,4,Phoebe Bridgers,Motion Sickness
U0169,5,Blackpink,How You Like That
U0170,1,NewJeans,Super Shy
U0170,2,SZA,Kill Bill
U0170,3,Doja Cat,Say So
U0170,4,Travis Scott,SICKO MODE
U0170,5,Harry Styles,As It Was
U0171,1,Kendrick Lamar,HUMBLE.
U0171,2,The Weeknd,Blinding Lights
U0171,3,Taylor Swift,Cruel Summer
U0171,4,"Tyler, The Creator",EARFQUAKE
U0171,5,BTS,Dynamite
U0172,1,Olivia Rodrigo,vampire
U0172,2,Travis Scott,SICKO MODE
U0172,3,Frank Ocean,Ivy
U0172,4,Billie Eilish,Happier Than Ever
U0172,5,Doja Cat,Say So
U0173,1,Phoebe Bridgers,Motion Sickness
U0173,2,Bad Bunny,Tití Me Preguntó
U0173,3,NewJeans,Super Shy
U0173,4,"Tyler, The Creator",EARFQUAKE
U0173,5,Blackpink,How You Like That
U0174,1,Arctic Monkeys,505
U0174,2,Phoebe Bridgers,Motion Sickness
U0174,3,SZA,Kill Bill
U0174,4,Drake,One Dance
U0174,5,Bad Bunny,Tití Me Preguntó
U0175,1,Taylor Swift,Cruel Summer
U0175,2,"Tyler, The Creator",EARFQUAKE
U0175,3,Drake,One Dance
U0175,4,Doja Cat,Say So
U0175,5,SZA,Kill Bill
U0176,1,SZA,Kill Bill
U0176,2,Ariana Grande,"thank u, next"
U0176,3,"Tyler, The Creator",EARFQUAKE
U0176,4,The Weeknd,Blinding Lights
U0176,5,NewJeans,Super Shy
U0177,1,Ariana Grande,"thank u, next"
U0177,2,"Tyler, The Creator",EARFQUAKE
U0177,3,Travis Scott,SICKO MODE
U0177,4,Doja Cat,Say So
U0177,5,SZA,Kill Bill
U0178,1,Doja Cat,Say So
U0178,2,Travis Scott,SICKO MODE
U0178,3,Ariana Grande,"thank u, next"
U0178,4,Frank Ocean,Ivy
U0178,5,BTS,Dynamite
U0179,1,Ariana Grande,"thank u, next"
U0179,2,Drake,One Dance
U0179,3,Arctic Monkeys,505
U0179,4,Harry Styles,As It Was
U0179,5,BTS,Dynamite
U0180,1,Billie Eilish,Happier Than Ever
U0180,2,Doja Cat,Say So
U0180,3,Harry Styles,As It Was
U0180,4,Olivia Rodrigo,vampire
U0180,5,Travis Scott,SICKO MODE
U0181,1,Olivia Rodrigo,vampire
U0181,2,Harry Styles,As It Was
U0181,3,Phoebe Bridgers,Motion Sickness
U0181,4,Lana Del Rey,Summertime Sadness
U0181,5,Drake,One Dance
U0182,1,Harry Styles,As It Was
U0182,2,Taylor Swift,Cruel Summer
U0182,3,Travis Scott,SICKO MODE
U0182,4,Phoebe Bridgers,Motion Sickness
U0182,5,"Tyler, The Creator",EARFQUAKE
U0183,1,Lana Del Rey,Summertime Sadness
U0183,2,Olivia Rodrigo,vampire
U0183,3,Harry Styles,As It Was
U0183,4,Travis Scott,SICKO MODE
U0183,5,Doja Cat,Say So
U0184,1,Lana Del Rey,Summertime Sadness
U0184,2,Phoebe Bridgers,Motion Sickness
U0184,3,Olivia Rodrigo,vampire
U0184,4,"Tyler, The Creator",EARFQUAKE
U0184,5,Bad Bunny,Tití Me Preguntó
U0185,1,Taylor Swift,Cruel Summer
U0185,2,Harry Styles,As It Was
U0185,3,Bad Bunny,Tití Me Preguntó
U0185,4,Phoebe Bridgers,Motion Sickness
U0185,5,BTS,Dynamite
U0186,1,Taylor Swift,Cruel Summer
U0186,2,"Tyler, The Creator",EARFQUAKE
U0186,3,Ariana Grande,"thank u, next"
U0186,4,Harry Styles,As It Was
U0186,5,SZA,Kill Bill
U0187,1,Bad Bunny,Tití Me Preguntó
U0187,2,Taylor Swift,Cruel Summer
U0187,3,"Tyler, The Creator",EARFQUAKE
U0187,4,Frank Ocean,Ivy
U0187,5,SZA,Kill Bill
U0188,1,Olivia Rodrigo,vampire
U0188,2,Drake,One Dance
U0188,3,Blackpink,How You Like That
U0188,4,NewJeans,Super Shy
U0188,5,Frank Ocean,Ivy
U0189,1,Taylor Swift,Cruel Summer
U0189,2,Travis Scott,SICKO MODE
U0189,3,Ariana Grande,"thank u, next"
U0189,4,Olivia Rodrigo,vampire
U0189,5,Drake,One Dance
U0190,1,Ariana Grande,"thank u, next"
U0190,2,SZA,Kill Bill
U0190,3,Phoebe Bridgers,Motion Sickness
U0190,4,Harry Styles,As It Was
U0190,5,Billie Eilish,Happier Than Ever
U0191,1,BTS,Dynamite
U0191,2,Olivia Rodrigo,vampire
U0191,3,Phoebe Bridgers,Motion Sickness
U0191,4,Billie Eilish,Happier Than Ever
U0191,5,Bad Bunny,Tití Me Preguntó
U0192,1,Doja Cat,Say So
U0192,2,Frank Ocean,Ivy
U0192,3,Travis Scott,SICKO MODE
U0192,4,SZA,Kill Bill
U0192,5,Ariana Grande,"thank u, next"
U0193,1,Taylor Swift,Cruel Summer
U0193,2,Billie Eilish,Happier Than Ever
U0193,3,Travis Scott,SICKO MODE
U0193,4,Frank Ocean,Ivy
U0193,5,Lana Del Rey,Summertime Sadness
U0194,1,Phoebe Bridgers,Motion Sickness
U0194,2,BTS,Dynamite
U0194,3,Doja Cat,Say So
U0194,4,Blackpink,How You Like That
U0194,5,Arctic Monkeys,505
U0195,1,Doja Cat,Say So
U0195,2,Bad Bunny,Tití Me Preguntó
U0195,3,"Tyler, The Creator",EARFQUAKE
U0195,4,Kendrick Lamar,HUMBLE.
U0195,5,The Weeknd,Blinding Lights
U0196,1,The Weeknd,Blinding Lights
U0196,2,Lana Del Rey,Summertime Sadness
U0196,3,Blackpink,How You Like That
U0196,4,Ariana Grande,"thank u, next"
U0196,5,Kendrick Lamar,HUMBLE.
U0197,1,Lana Del Rey,Summertime Sadness
U0197,2,The Weeknd,Blinding Lights
U0197,3,Olivia Rodrigo,vampire
U0197,4,Ariana Grande,"thank u, next"
U0197,5,Bad Bunny,Tití Me Preguntó
U0198,1,NewJeans,Super Shy
U0198,2,Blackpink,How You Like That
U0198,3,Olivia Rodrigo,vampire
U0198,4,Doja Cat,Say So
U0198,5,Taylor Swift,Cruel Summer
U0199,1,Drake,One Dance
U0199,2,Phoebe Bridgers,Motion Sickness
U0199,3,BTS,Dynamite
U0199,4,The Weeknd,Blinding Lights
U0199,5,Travis Scott,SICKO MODE
U0200,1,Doja Cat,Say So
U0200,2,Arctic Monkeys,505
U0200,3,Blackpink,How You Like That
U0200,4,Phoebe Bridgers,Motion Sickness
U0200,5,Olivia Rodrigo,vampire
