user_1,user_2,similarity_score
U0029,U0039,0.429
U0029,U0040,0.25
U0029,U0041,0.25
U0029,U0042,0.111
U0029,U0043,0.111
U0029,U0044,0.0
U0029,U0045,0.25
U0029,U0046,0.111
U0029,U0047,0.111
U0029,U0048,0.111
U0029,U0049,0.25
U0029,U0050,0.0
U0029,U0051,0.0
U0029,U0052,0.111
U0029,U0053,0.111
U0029,U0054,0.25
U0029,U0055,0.0
U0029,U0056,0.429
U0029,U0057,0.111
U0029,U0058,0.111
U0029,U0059,0.0
U0029,U0060,0.111
U0029,U0061,0.25
U0029,U0062,0.0
U0029,U0063,0.111
U0029,U0064,0.111
U0029,U0065,0.667
U0029,U0066,0.25
U0029,U0067,0.25
U0029,U0068,0.111
U0029,U0069,0.0
U0029,U0070,0.25
U0029,U0071,0.25
U0029,U0072,0.111
U0029,U0073,0.111
U0029,U0074,0.429
U0029,U0075,0.25
U0029,U0076,0.0
U0029,U0077,0.111
U0029,U0078,0.111
U0029,U0079,0.25
U0029,U0080,0.111
U0029,U0081,0.0
U0029,U0082,0.111
U0029,U0083,0.25
U0029,U0084,0.429
U0029,U0085,0.111
U0029,U0086,0.0
U0029,U0087,0.25
U0029,U0088,0.25
U0029,U0089,0.0
U0029,U0090,0.25
U0029,U0091,0.0
U0029,U0092,0.111
U0029,U0093,0.25
U0029,U0094,0.667
U0029,U0095,0.111
U0029,U0096,0.111
U0029,U0097,0.111
U0029,U0098,0.25
U0029,U0099,0.111
U0029,U0100,0.111
U0029,U0101,0.25
U0029,U0102,0.0
U0029,U0103,0.111
U0029,U0104,0.429
U0029,U0105,0.429
U0029,U0106,0.111
U0029,U0107,0.111
U0029,U0108,0.0
U0029,U0109,0.111
U0029,U0110,0.111
U0029,U0111,0.111
U0029,U0112,0.111
U0029,U0113,0.111
U0029,U0114,0.0
U0029,U0115,0.429
U0029,U0116,0.111
U0029,U0117,0.25
U0029,U0118,0.0
U0029,U0119,0.111
U0029,U0120,0.111
U0029,U0121,0.0
U0029,U0122,0.0
U0029,U0123,0.111
U0029,U0124,0.111
U0029,U0125,0.25
U0029,U0126,0.25
U0029,U0127,0.111
U0029,U0128,0.111
U0029,U0129,0.25
U0029,U0130,0.111
U0029,U0131,0.25
U0029,U0132,0.25
U0029,U0133,0.111
U0029,U0134,0.111
U0029,U0135,0.25
U0029,U0136,0.111
U0029,U0137,0.111
U0029,U0138,0.25
U0029,U0139,0.111
U0029,U0140,0.429
U0029,U0141,0.111
U0029,U0142,0.429
U0029,U0143,0.25
U0029,U0144,0.25
U0029,U0145,0.111
U0029,U0146,0.111
U0029,U0147,0.429
U0029,U0148,0.0
U0029,U0149,0.111
U0029,U0150,0.25
U0029,U0151,0.111
U0029,U0152,0.0
U0029,U0153,0.111
U0029,U0154,0.111
U0029,U0155,0.25
U0029,U0156,0.25
U0029,U0157,0.0
U0029,U0158,0.25
U0029,U0159,0.111
U0029,U0160,0.111
U0029,U0161,0.25
U0029,U0162,0.0
U0029,U0163,0.25
U0029,U0164,0.0
U0029,U0165,0.111
U0029,U0166,0.111
U0029,U0167,0.25
U0029,U0168,0.25
U0029,U0169,0.0
U0029,U0170,0.25
U0029,U0171,0.429
U0029,U0172,0.0
U0029,U0173,0.25
U0029,U0174,0.0
U0029,U0175,0.25
U0029,U0176,0.429
U0029,U0177,0.111
U0029,U0178,0.0
U0029,U0179,0.111
U0029,U0180,0.111
U0029,U0181,0.111
U0029,U0182,0.429
U0029,U0183,0.111
U0029,U0184,0.111
U0029,U0185,0.25
U0029,U0186,0.429
U0029,U0187,0.25
U0029,U0188,0.111
U0029,U0189,0.111
U0029,U0190,0.111
U0029,U0191,0.0
U0029,U0192,0.0
U0029,U0193,0.111
U0029,U0194,0.0
U0029,U0195,0.25
U0029,U0196,0.111
U0029,U0197,0.111
U0029,U0198,0.25
U0029,U0199,0.111
U0029,U0200,0.0
U0030,U0031,0.111
U0030,U0032,0.429
U0030,U0033,0.0
U0030,U0034,0.111
U0030,U0035,0.111
U0030,U0036,0.111
U0030,U0037,0.25
U0030,U0038,0.111
U0030,U0039,0.429
U0030,U0040,0.111
U0030,U0041,0.25
U0030,U0042,0.25
U0030,U0043,0.111
U0030,U0044,0.0
U0030,U0045,0.111
U0030,U0046,0.0
U0030,U0047,0.25
U0030,U0048,0.111
U0030,U0049,0.111
U0030,U0050,0.111
U0030,U0051,0.0
U0030,U0052,0.25
U0030,U0053,0.111
U0030,U0054,0.25
U0030,U0055,0.0
U0030,U0056,0.25
U0030,U0057,0.25
U0030,U0058,0.25
U0030,U0059,0.111
U0030,U0060,0.111
U0030,U0061,0.25
U0030,U0062,0.111
U0030,U0063,0.111
U0030,U0064,0.25
U0030,U0065,0.25
U0030,U0066,0.111
U0030,U0067,0.111
U0030,U0068,0.25
U0030,U0069,0.111
U0030,U0070,0.111
U0030,U0071,0.111
U0030,U0072,0.429
U0030,U0073,0.25
U0030,U0074,0.111
U0030,U0075,0.111
U0030,U0076,0.0
U0030,U0077,0.111
U0030,U0078,0.111
U0030,U0079,0.0
U0030,U0080,0.429
U0030,U0081,0.111
U0030,U0082,0.25
U0030,U0083,0.429
U0030,U0084,0.429
U0030,U0085,0.111
U0030,U0086,0.0
U0030,U0087,0.25
U0030,U0088,0.111
U0030,U0089,0.0
U0030,U0090,0.25
U0030,U0091,0.0
U0030,U0092,0.111
U0030,U0093,0.25
U0030,U0094,0.25
U0030,U0095,0.111
U0030,U0096,0.25
U0030,U0097,0.25
U0030,U0098,0.429
U0030,U0099,0.111
U0030,U0100,0.25
U0030,U0101,0.25
U0030,U0102,0.111
U0030,U0103,0.0
U0030,U0104,0.25
U0030,U0105,0.25
U0030,U0106,0.111
U0030,U0107,0.0
U0030,U0108,0.0
U0030,U0109,0.25
U0030,U0110,0.25
U0030,U0111,0.25
U0030,U0112,0.25
U0030,U0113,0.111
U0030,U0114,0.0
U0030,U0115,0.111
U0030,U0116,0.111
U0030,U0117,0.111
U0030,U0118,0.0
U0030,U0119,0.0
U0030,U0120,0.111
U0030,U0121,0.111
U0030,U0122,0.25
U0030,U0123,0.0
U0030,U0124,0.111
U0030,U0125,0.111
U0030,U0126,0.25
U0030,U0127,0.111
U0030,U0128,0.25
U0030,U0129,0.25
U0030,U0130,0.25
U0030,U0131,0.0
U0030,U0132,0.25
U0030,U0133,0.111
U0030,U0134,0.25
U0030,U0135,0.111
U0030,U0136,0.25
U0030,U0137,0.429
U0030,U0138,0.25
U0030,U0139,0.25
U0030,U0140,0.25
U0030,U0141,0.0
U0030,U0142,0.111
U0030,U0143,0.25
U0030,U0144,0.111
U0030,U0145,0.25
U0030,U0146,0.111
U0030,U0147,0.25
U0030,U0148,0.111
U0030,U0149,0.111
U0030,U0150,0.111
U0030,U0151,0.111
U0030,U0152,0.111
U0030,U0153,0.25
U0030,U0154,0.25
U0030,U0155,0.25
U0030,U0156,0.111
U0030,U0157,0.111
U0030,U0158,0.111
U0030,U0159,0.25
U0030,U0160,0.111
U0030,U0161,0.111
U0030,U0162,0.0
U0030,U0163,0.111
U0030,U0164,0.111
U0030,U0165,0.111
U0030,U0166,0.111
U0030,U0167,0.429
U0030,U0168,0.25
U0030,U0169,0.111
U0030,U0170,0.25
U0030,U0171,0.25
U0030,U0172,0.0
U0030,U0173,0.25
U0030,U0174,0.111
U0030,U0175,0.111
U0030,U0176,0.111
U0030,U0177,0.0
U0030,U0178,0.0
U0030,U0179,0.111
U0030,U0180,0.111
U0030,U0181,0.111
U0030,U0182,0.25
U0030,U0183,0.111
U0030,U0184,0.111
U0030,U0185,0.429
U0030,U0186,0.25
U0030,U0187,0.25
U0030,U0188,0.111
U0030,U0189,0.111
U0030,U0190,0.111
U0030,U0191,0.111
U0030,U0192,0.0
U0030,U0193,0.111
U0030,U0194,0.0
U0030,U0195,0.25
U0030,U0196,0.111
U0030,U0197,0.111
U0030,U0198,0.25
U0030,U0199,0.0
U0030,U0200,0.0
U0031,U0032,0.0
U0031,U0033,0.0
U0031,U0034,0.25
U0031,U0035,0.111
U0031,U0036,0.111
U0031,U0037,0.25
U0031,U0038,0.25
U0031,U0039,0.0
U0031,U0040,0.111
U0031,U0041,0.0
U0031,U0042,0.111
U0031,U0043,0.111
U0031,U0044,0.111
U0031,U0045,0.111
U0031,U0046,0.25
U0031,U0047,0.25
U0031,U0048,0.111
U0031,U0049,0.25
U0031,U0050,0.429
U0031,U0051,0.25
U0031,U0052,0.111
U0031,U0053,0.25
U0031,U0054,0.111
U0031,U0055,0.0
U0031,U0056,0.25
U0031,U0057,0.25
U0031,U0058,0.111
U0031,U0059,0.429
U0031,U0060,0.111
U0031,U0061,0.111
U0031,U0062,0.25
U0031,U0063,0.0
U0031,U0064,0.111
U0031,U0065,0.111
U0031,U0066,0.25
U0031,U0067,0.25
U0031,U0068,0.111
U0031,U0069,0.111
U0031,U0070,0.25
U0031,U0071,0.111
U0031,U0072,0.111
U0031,U0073,0.25
U0031,U0074,0.25
U0031,U0075,0.111
U0031,U0076,0.25
U0031,U0077,0.111
U0031,U0078,0.111
U0031,U0079,0.25
U0031,U0080,0.25
U0031,U0081,0.25
U0031,U0082,0.25
U0031,U0083,0.111
U0031,U0084,0.25
U0031,U0085,0.25
U0031,U0086,0.0
U0031,U0087,0.0
U0031,U0088,0.0
U0031,U0089,0.25
U0031,U0090,0.111
U0031,U0091,0.111
U0031,U0092,0.25
U0031,U0093,0.0
U0031,U0094,0.111
U0031,U0095,0.25
U0031,U0096,0.111
U0031,U0097,0.111
U0031,U0098,0.0
U0031,U0099,0.25
U0031,U0100,0.25
U0031,U0101,0.0
U0031,U0102,0.25
U0031,U0103,0.111
U0031,U0104,0.0
U0031,U0105,0.25
U0031,U0106,0.25
U0031,U0107,0.111
U0031,U0108,0.25
U0031,U0109,0.0
U0031,U0110,0.111
U0031,U0111,0.111
U0031,U0112,0.0
U0031,U0113,0.0
U0031,U0114,0.111
U0031,U0115,0.111
U0031,U0116,0.0
U0031,U0117,0.0
U0031,U0118,0.25
U0031,U0119,0.0
U0031,U0120,0.429
U0031,U0121,0.0
U0031,U0122,0.111
U0031,U0123,0.111
U0031,U0124,0.111
U0031,U0125,0.0
U0031,U0126,0.25
U0031,U0127,0.111
U0031,U0128,0.25
U0031,U0129,0.25
U0031,U0130,0.25
U0031,U0131,0.25
U0031,U0132,0.25
U0031,U0133,0.111
U0031,U0134,0.111
U0031,U0135,0.111
U0031,U0136,0.25
U0031,U0137,0.25
U0031,U0138,0.25
U0031,U0139,0.25
U0031,U0140,0.25
U0031,U0141,0.111
U0031,U0142,0.25
U0031,U0143,0.429
U0031,U0144,0.111
U0031,U0145,0.25
U0031,U0146,0.0
U0031,U0147,0.25
U0031,U0148,0.111
U0031,U0149,0.111
U0031,U0150,0.111
U0031,U0151,0.111
U0031,U0152,0.25
U0031,U0153,0.111
U0031,U0154,0.111
U0031,U0155,0.111
U0031,U0156,0.111
U0031,U0157,0.25
U0031,U0158,0.25
U0031,U0159,0.0
U0031,U0160,0.111
U0031,U0161,0.111
U0031,U0162,0.111
U0031,U0163,0.25
U0031,U0164,0.25
U0031,U0165,0.0
U0031,U0166,0.111
U0031,U0167,0.111
U0031,U0168,0.111
U0031,U0169,0.0
U0031,U0170,0.111
U0031,U0171,0.25
U0031,U0172,0.25
U0031,U0173,0.0
U0031,U0174,0.0
U0031,U0175,0.0
U0031,U0176,0.111
U0031,U0177,0.111
U0031,U0178,0.111
U0031,U0179,0.0
U0031,U0180,0.25
U0031,U0181,0.111
U0031,U0182,0.111
U0031,U0183,0.25
U0031,U0184,0.111
U0031,U0185,0.0
U0031,U0186,0.0
U0031,U0187,0.0
U0031,U0188,0.0
U0031,U0189,0.111
U0031,U0190,0.111
U0031,U0191,0.111
U0031,U0192,0.111
U0031,U0193,0.429
U0031,U0194,0.0
U0031,U0195,0.25
U0031,U0196,0.429
U0031,U0197,0.25
U0031,U0198,0.0
U0031,U0199,0.25
U0031,U0200,0.0
U0032,U0033,0.0
U0032,U0034,0.25
U0032,U0035,0.111
U0032,U0036,0.111
U0032,U0037,0.25
U0032,U0038,0.111
U0032,U0039,0.25
U0032,U0040,0.25
U0032,U0041,0.25
U0032,U0042,0.429
U0032,U0043,0.25
U0032,U0044,0.0
U0032,U0045,0.25
U0032,U0046,0.0
U0032,U0047,0.25
U0032,U0048,0.0
U0032,U0049,0.111
U0032,U0050,0.111
U0032,U0051,0.0
U0032,U0052,0.25
U0032,U0053,0.0
U0032,U0054,0.25
U0032,U0055,0.25
U0032,U0056,0.111
U0032,U0057,0.25
U0032,U0058,0.25
U0032,U0059,0.111
U0032,U0060,0.25
U0032,U0061,0.25
U0032,U0062,0.111
U0032,U0063,0.25
U0032,U0064,0.25
U0032,U0065,0.111
U0032,U0066,0.25
U0032,U0067,0.111
U0032,U0068,0.25
U0032,U0069,0.25
U0032,U0070,0.111
U0032,U0071,0.0
U0032,U0072,0.25
U0032,U0073,0.25
U0032,U0074,0.111
U0032,U0075,0.111
U0032,U0076,0.25
U0032,U0077,0.25
U0032,U0078,0.111
U0032,U0079,0.0
U0032,U0080,0.25
U0032,U0081,0.0
U0032,U0082,0.111
U0032,U0083,0.429
U0032,U0084,0.111
U0032,U0085,0.0
U0032,U0086,0.0
U0032,U0087,0.429
U0032,U0088,0.111
U0032,U0089,0.0
U0032,U0090,0.429
U0032,U0091,0.111
U0032,U0092,0.111
U0032,U0093,0.429
U0032,U0094,0.111
U0032,U0095,0.111
U0032,U0096,0.111
U0032,U0097,0.111
U0032,U0098,0.25
U0032,U0099,0.111
U0032,U0100,0.111
U0032,U0101,0.25
U0032,U0102,0.111
U0032,U0103,0.111
U0032,U0104,0.111
U0032,U0105,0.111
U0032,U0106,0.0
U0032,U0107,0.0
U0032,U0108,0.111
U0032,U0109,0.429
U0032,U0110,0.429
U0032,U0111,0.111
U0032,U0112,0.429
U0032,U0113,0.25
U0032,U0114,0.111
U0032,U0115,0.111
U0032,U0116,0.25
U0032,U0117,0.111
U0032,U0118,0.111
U0032,U0119,0.111
U0032,U0120,0.111
U0032,U0121,0.25
U0032,U0122,0.25
U0032,U0123,0.111
U0032,U0124,0.25
U0032,U0125,0.25
U0032,U0126,0.111
U0032,U0127,0.0
U0032,U0128,0.25
U0032,U0129,0.25
U0032,U0130,0.111
U0032,U0131,0.111
U0032,U0132,0.25
U0032,U0133,0.111
U0032,U0134,0.429
U0032,U0135,0.25
U0032,U0136,0.111
U0032,U0137,0.25
U0032,U0138,0.25
U0032,U0139,0.25
U0032,U0140,0.111
U0032,U0141,0.0
U0032,U0142,0.111
U0032,U0143,0.25
U0032,U0144,0.0
U0032,U0145,0.111
U0032,U0146,0.0
U0032,U0147,0.111
U0032,U0148,0.429
U0032,U0149,0.111
U0032,U0150,0.111
U0032,U0151,0.111
U0032,U0152,0.111
U0032,U0153,0.25
U0032,U0154,0.25
U0032,U0155,0.25
U0032,U0156,0.0
U0032,U0157,0.111
U0032,U0158,0.25
U0032,U0159,0.429
U0032,U0160,0.111
U0032,U0161,0.0
U0032,U0162,0.0
U0032,U0163,0.111
U0032,U0164,0.111
U0032,U0165,0.111
U0032,U0166,0.111
U0032,U0167,0.25
U0032,U0168,0.111
U0032,U0169,0.429
U0032,U0170,0.111
U0032,U0171,0.111
U0032,U0172,0.0
U0032,U0173,0.25
U0032,U0174,0.25
U0032,U0175,0.111
U0032,U0176,0.0
U0032,U0177,0.0
U0032,U0178,0.0
U0032,U0179,0.25
U0032,U0180,0.111
U0032,U0181,0.111
U0032,U0182,0.25
U0032,U0183,0.111
U0032,U0184,0.111
U0032,U0185,0.429
U0032,U0186,0.25
U0032,U0187,0.25
U0032,U0188,0.111
U0032,U0189,0.111
U0032,U0190,0.111
U0032,U0191,0.111
U0032,U0192,0.0
U0032,U0193,0.111
U0032,U0194,0.25
U0032,U0195,0.111
U0032,U0196,0.111
U0032,U0197,0.111
U0032,U0198,0.25
U0032,U0199,0.0
U0032,U0200,0.25
U0033,U0034,0.0
U0033,U0035,0.25
U0033,U0036,0.25
U0033,U0037,0.0
U0033,U0038,0.0
U0033,U0039,0.111
U0033,U0040,0.111
U0033,U0041,0.111
U0033,U0042,0.111
U0033,U0043,0.0
U0033,U0044,0.25
U0033,U0045,0.25
U0033,U0046,0.429
U0033,U0047,0.0
U0033,U0048,0.111
U0033,U0049,0.0
U0033,U0050,0.0
U0033,U0051,0.25
U0033,U0052,0.111
U0033,U0053,0.25
U0033,U0054,0.0
U0033,U0055,0.25
U0033,U0056,0.111
U0033,U0057,0.0
U0033,U0058,0.111
U0033,U0059,0.0
U0033,U0060,0.25
U0033,U0061,0.111
U0033,U0062,0.111
U0033,U0063,0.111
U0033,U0064,0.0
U0033,U0065,0.25
U0033,U0066,0.111
U0033,U0067,0.111
U0033,U0068,0.0
U0033,U0069,0.25
U0033,U0070,0.25
U0033,U0071,0.25
U0033,U0072,0.25
U0033,U0073,0.0
U0033,U0074,0.25
U0033,U0075,0.25
U0033,U0076,0.111
U0033,U0077,0.111
U0033,U0078,0.25
U0033,U0079,0.25
U0033,U0080,0.111
U0033,U0081,0.111
U0033,U0082,0.111
U0033,U0083,0.0
U0033,U0084,0.111
U0033,U0085,0.25
U0033,U0086,0.667
U0033,U0087,0.111
U0033,U0088,0.429
U0033,U0089,0.111
U0033,U0090,0.0
U0033,U0091,0.429
U0033,U0092,0.0
U0033,U0093,0.111
U0033,U0094,0.111
U0033,U0095,0.0
U0033,U0096,0.25
U0033,U0097,0.25
U0033,U0098,0.111
U0033,U0099,0.111
U0033,U0100,0.0
U0033,U0101,0.25
U0033,U0102,0.25
U0033,U0103,0.429
U0033,U0104,0.25
U0033,U0105,0.111
U0033,U0106,0.25
U0033,U0107,0.25
U0033,U0108,0.0
U0033,U0109,0.25
U0033,U0110,0.0
U0033,U0111,0.25
U0033,U0112,0.111
U0033,U0113,0.25
U0033,U0114,0.25
U0033,U0115,0.429
U0033,U0116,0.111
U0033,U0117,0.429
U0033,U0118,0.111
U0033,U0119,0.25
U0033,U0120,0.111
U0033,U0121,0.25
U0033,U0122,0.111
U0033,U0123,0.25
U0033,U0124,0.25
U0033,U0125,0.25
U0033,U0126,0.111
U0033,U0127,0.25
U0033,U0128,0.0
U0033,U0129,0.0
U0033,U0130,0.25
U0033,U0131,0.25
U0033,U0132,0.0
U0033,U0133,0.111
U0033,U0134,0.0
U0033,U0135,0.111
U0033,U0136,0.111
U0033,U0137,0.0
U0033,U0138,0.111
U0033,U0139,0.0
U0033,U0140,0.111
U0033,U0141,0.25
U0033,U0142,0.111
U0033,U0143,0.0
U0033,U0144,0.111
U0033,U0145,0.0
U0033,U0146,0.25
U0033,U0147,0.0
U0033,U0148,0.111
U0033,U0149,0.111
U0033,U0150,0.111
U0033,U0151,0.111
U0033,U0152,0.0
U0033,U0153,0.25
U0033,U0154,0.25
U0033,U0155,0.0
U0033,U0156,0.429
U0033,U0157,0.111
U0033,U0158,0.111
U0033,U0159,0.0
U0033,U0160,0.111
U0033,U0161,0.25
U0033,U0162,0.25
U0033,U0163,0.25
U0033,U0164,0.0
U0033,U0165,0.111
U0033,U0166,0.25
U0033,U0167,0.0
U0033,U0168,0.25
U0033,U0169,0.111
U0033,U0170,0.111
U0033,U0171,0.25
U0033,U0172,0.25
U0033,U0173,0.111
U0033,U0174,0.111
U0033,U0175,0.429
U0033,U0176,0.111
U0033,U0177,0.25
U0033,U0178,0.25
U0033,U0179,0.25
U0033,U0180,0.25
U0033,U0181,0.25
U0033,U0182,0.111
U0033,U0183,0.25
U0033,U0184,0.25
U0033,U0185,0.111
U0033,U0186,0.111
U0033,U0187,0.111
U0033,U0188,0.25
U0033,U0189,0.25
U0033,U0190,0.0
U0033,U0191,0.25
U0033,U0192,0.111
U0033,U0193,0.0
U0033,U0194,0.25
U0033,U0195,0.25
U0033,U0196,0.0
U0033,U0197,0.111
U0033,U0198,0.25
U0033,U0199,0.25
U0033,U0200,0.25
U0034,U0035,0.111
U0034,U0036,0.111
U0034,U0037,0.429
U0034,U0038,0.0
U0034,U0039,0.111
U0034,U0040,0.25
U0034,U0041,0.0
U0034,U0042,0.111
U0034,U0043,0.429
U0034,U0044,0.111
U0034,U0045,0.111
U0034,U0046,0.111
U0034,U0047,0.111
U0034,U0048,0.25
U0034,U0049,0.429
U0034,U0050,0.25
U0034,U0051,0.111
U0034,U0052,0.111
U0034,U0053,0.0
U0034,U0054,0.429
U0034,U0055,0.25
U0034,U0056,0.25
U0034,U0057,0.429
U0034,U0058,0.0
U0034,U0059,0.25
U0034,U0060,0.111
U0034,U0061,0.25
U0034,U0062,0.111
U0034,U0063,0.429
U0034,U0064,0.25
U0034,U0065,0.25
U0034,U0066,0.25
U0034,U0067,0.111
U0034,U0068,0.25
U0034,U0069,0.111
U0034,U0070,0.111
U0034,U0071,0.25
U0034,U0072,0.0
U0034,U0073,0.25
U0034,U0074,0.111
U0034,U0075,0.25
U0034,U0076,0.25
U0034,U0077,0.25
U0034,U0078,0.0
U0034,U0079,0.25
U0034,U0080,0.0
U0034,U0081,0.0
U0034,U0082,0.111
U0034,U0083,0.0
U0034,U0084,0.25
U0034,U0085,0.111
U0034,U0086,0.0
U0034,U0087,0.111
U0034,U0088,0.0
U0034,U0089,0.111
U0034,U0090,0.25
U0034,U0091,0.25
U0034,U0092,0.111
U0034,U0093,0.111
U0034,U0094,0.25
U0034,U0095,0.25
U0034,U0096,0.0
U0034,U0097,0.25
U0034,U0098,0.111
U0034,U0099,0.25
U0034,U0100,0.0
U0034,U0101,0.25
U0034,U0102,0.111
U0034,U0103,0.111
U0034,U0104,0.111
U0034,U0105,0.111
U0034,U0106,0.111
U0034,U0107,0.111
U0034,U0108,0.25
U0034,U0109,0.111
U0034,U0110,0.111
U0034,U0111,0.0
U0034,U0112,0.111
U0034,U0113,0.111
U0034,U0114,0.111
U0034,U0115,0.111
U0034,U0116,0.111
U0034,U0117,0.0
U0034,U0118,0.25
U0034,U0119,0.111
U0034,U0120,0.25
U0034,U0121,0.111
U0034,U0122,0.111
U0034,U0123,0.25
U0034,U0124,0.25
U0034,U0125,0.429
U0034,U0126,0.429
U0034,U0127,0.25
U0034,U0128,0.111
U0034,U0129,0.111
U0034,U0130,0.111
U0034,U0131,0.429
U0034,U0132,0.111
U0034,U0133,0.0
U0034,U0134,0.111
U0034,U0135,0.25
U0034,U0136,0.25
U0034,U0137,0.0
U0034,U0138,0.111
U0034,U0139,0.429
U0034,U0140,0.25
U0034,U0141,0.0
U0034,U0142,0.111
U0034,U0143,0.429
U0034,U0144,0.25
U0034,U0145,0.111
U0034,U0146,0.111
U0034,U0147,0.25
U0034,U0148,0.429
U0034,U0149,0.25
U0034,U0150,0.429
U0034,U0151,0.0
U0034,U0152,0.25
U0034,U0153,0.111
U0034,U0154,0.111
U0034,U0155,0.111
U0034,U0156,0.111
U0034,U0157,0.111
U0034,U0158,0.25
U0034,U0159,0.111
U0034,U0160,0.111
U0034,U0161,0.111
U0034,U0162,0.111
U0034,U0163,0.111
U0034,U0164,0.25
U0034,U0165,0.25
U0034,U0166,0.111
U0034,U0167,0.25
U0034,U0168,0.0
U0034,U0169,0.25
U0034,U0170,0.111
U0034,U0171,0.111
U0034,U0172,0.111
U0034,U0173,0.25
U0034,U0174,0.111
U0034,U0175,0.0
U0034,U0176,0.25
U0034,U0177,0.0
U0034,U0178,0.0
U0034,U0179,0.111
U0034,U0180,0.111
U0034,U0181,0.0
U0034,U0182,0.0
U0034,U0183,0.0
U0034,U0184,0.0
U0034,U0185,0.0
U0034,U0186,0.0
U0034,U0187,0.0
U0034,U0188,0.25
U0034,U0189,0.0
U0034,U0190,0.111
U0034,U0191,0.111
U0034,U0192,0.0
U0034,U0193,0.111
U0034,U0194,0.25
U0034,U0195,0.111
U0034,U0196,0.25
U0034,U0197,0.111
U0034,U0198,0.25
U0034,U0199,0.111
U0034,U0200,0.25
U0035,U0036,0.25
U0035,U0037,0.111
U0035,U0038,0.25
U0035,U0039,0.25
U0035,U0040,0.111
U0035,U0041,0.111
U0035,U0042,0.25
U0035,U0043,0.0
U0035,U0044,0.111
U0035,U0045,0.429
U0035,U0046,0.25
U0035,U0047,0.0
U0035,U0048,0.25
U0035,U0049,0.0
U0035,U0050,0.111
U0035,U0051,0.111
U0035,U0052,0.111
U0035,U0053,0.25
U0035,U0054,0.25
U0035,U0055,0.25
U0035,U0056,0.25
U0035,U0057,0.111
U0035,U0058,0.111
U0035,U0059,0.111
U0035,U0060,0.25
U0035,U0061,0.25
U0035,U0062,0.25
U0035,U0063,0.111
U0035,U0064,0.0
U0035,U0065,0.429
U0035,U0066,0.0
U0035,U0067,0.111
U0035,U0068,0.111
U0035,U0069,0.0
U0035,U0070,0.429
U0035,U0071,0.111
U0035,U0072,0.111
U0035,U0073,0.429
U0035,U0074,0.429
U0035,U0075,0.111
U0035,U0076,0.111
U0035,U0077,0.111
U0035,U0078,0.25
U0035,U0079,0.25
U0035,U0080,0.111
U0035,U0081,0.111
U0035,U0082,0.111
U0035,U0083,0.111
U0035,U0084,0.25
U0035,U0085,0.111
U0035,U0086,0.111
U0035,U0087,0.111
U0035,U0088,0.429
U0035,U0089,0.111
U0035,U0090,0.0
U0035,U0091,0.111
U0035,U0092,0.25
U0035,U0093,0.25
U0035,U0094,0.25
U0035,U0095,0.0
U0035,U0096,0.429
U0035,U0097,0.111
U0035,U0098,0.111
U0035,U0099,0.429
U0035,U0100,0.25
U0035,U0101,0.25
U0035,U0102,0.25
U0035,U0103,0.111
U0035,U0104,0.25
U0035,U0105,0.25
U0035,U0106,0.0
U0035,U0107,0.25
U0035,U0108,0.111
U0035,U0109,0.25
U0035,U0110,0.25
U0035,U0111,0.0
U0035,U0112,0.0
U0035,U0113,0.0
U0035,U0114,0.111
U0035,U0115,0.111
U0035,U0116,0.25
U0035,U0117,0.111
U0035,U0118,0.25
U0035,U0119,0.429
U0035,U0120,0.111
U0035,U0121,0.111
U0035,U0122,0.0
U0035,U0123,0.25
U0035,U0124,0.429
U0035,U0125,0.111
U0035,U0126,0.111
U0035,U0127,0.25
U0035,U0128,0.0
U0035,U0129,0.429
U0035,U0130,0.0
U0035,U0131,0.25
U0035,U0132,0.0
U0035,U0133,0.111
U0035,U0134,0.111
U0035,U0135,0.25
U0035,U0136,0.111
U0035,U0137,0.25
U0035,U0138,0.429
U0035,U0139,0.111
U0035,U0140,0.111
U0035,U0141,0.25
U0035,U0142,0.25
U0035,U0143,0.111
U0035,U0144,0.25
U0035,U0145,0.0
U0035,U0146,0.0
U0035,U0147,0.25
U0035,U0148,0.111
U0035,U0149,0.0
U0035,U0150,0.111
U0035,U0151,0.111
U0035,U0152,0.111
U0035,U0153,0.429
U0035,U0154,0.111
U0035,U0155,0.0
U0035,U0156,0.25
U0035,U0157,0.111
U0035,U0158,0.25
U0035,U0159,0.25
U0035,U0160,0.667
U0035,U0161,0.25
U0035,U0162,0.111
U0035,U0163,0.111
U0035,U0164,0.111
U0035,U0165,0.0
U0035,U0166,0.111
U0035,U0167,0.111
U0035,U0168,0.25
U0035,U0169,0.111
U0035,U0170,0.111
U0035,U0171,0.111
U0035,U0172,0.25
U0035,U0173,0.25
U0035,U0174,0.111
U0035,U0175,0.111
U0035,U0176,0.111
U0035,U0177,0.111
U0035,U0178,0.0
U0035,U0179,0.111
U0035,U0180,0.429
U0035,U0181,0.429
U0035,U0182,0.429
U0035,U0183,0.25
U0035,U0184,0.429
U0035,U0185,0.25
U0035,U0186,0.25
U0035,U0187,0.111
U0035,U0188,0.111
U0035,U0189,0.111
U0035,U0190,0.429
U0035,U0191,0.429
U0035,U0192,0.0
U0035,U0193,0.111
U0035,U0194,0.111
U0035,U0195,0.111
U0035,U0196,0.0
U0035,U0197,0.111
U0035,U0198,0.111
